DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
07/16/2013,18:42,MANHATTAN,10010,40.742089,-73.9849769,"(40.742089, -73.9849769)",PARK AVENUE SOUTH,EAST 26 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,24381,TAXI,BICYCLE,,,
07/16/2013,17:28,MANHATTAN,10010,40.7389026,-73.9873015,"(40.7389026, -73.9873015)",EAST 21 STREET,PARK AVENUE SOUTH,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,24384,PASSENGER VEHICLE,BICYCLE,,,
07/23/2013,20:00,MANHATTAN,10018,40.7547481,-73.9878904,"(40.7547481, -73.9878904)",WEST 40 STREET,7 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,29879,PASSENGER VEHICLE,BICYCLE,,,
07/24/2013,7:24,MANHATTAN,10025,40.7992404,-73.9628704,"(40.7992404, -73.9628704)",WEST 106 STREET,COLUMBUS AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,58848,LIVERY VEHICLE,SPORT UTILITY / STATION WAGON,BICYCLE,,
07/24/2013,6:40,MANHATTAN,10009,40.7284471,-73.9817905,"(40.7284471, -73.9817905)",AVENUE A,EAST 11 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,15586,TAXI,BICYCLE,,,
07/24/2013,19:50,MANHATTAN,10027,40.8141445,-73.9557055,"(40.8141445, -73.9557055)",AMSTERDAM AVENUE,WEST 126 STREET,,1,0,0,0,1,0,0,0,Lost Consciousness,Unspecified,,,,63070,PASSENGER VEHICLE,BICYCLE,,,
07/24/2013,19:40,MANHATTAN,10007,40.7164532,-74.0130478,"(40.7164532, -74.0130478)",WARREN STREET,WEST STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3348,LIVERY VEHICLE,BICYCLE,,,
07/24/2013,11:58,MANHATTAN,10010,40.7427726,-73.986597,"(40.7427726, -73.986597)",EAST 26 STREET,MADISON AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,24427,BUS,BICYCLE,,,
07/26/2013,7:30,MANHATTAN,10013,40.7176204,-74.0002742,"(40.7176204, -74.0002742)",WALKER STREET,CENTRE STREET,,1,0,0,0,1,0,0,0,Fatigued/Drowsy,Unspecified,,,,7931,PASSENGER VEHICLE,BICYCLE,,,
07/26/2013,21:30,MANHATTAN,10016,40.7454414,-73.9753944,"(40.7454414, -73.9753944)",EAST 35 STREET,SECOND AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,35609,OTHER,BICYCLE,,,
07/26/2013,20:45,MANHATTAN,10026,40.8011551,-73.9596475,"(40.8011551, -73.9596475)",WEST 110 STREET,MANHATTAN AVENUE,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Physical Disability,,,,64453,TAXI,BICYCLE,,,
07/26/2013,20:05,MANHATTAN,10011,40.7416425,-73.9974342,"(40.7416425, -73.9974342)",WEST 19 STREET,7 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Passenger Distraction,,,,24459,LIVERY VEHICLE,BICYCLE,,,
07/26/2013,14:30,MANHATTAN,10007,40.7163024,-74.0109663,"(40.7163024, -74.0109663)",CHAMBERS STREET,GREENWICH STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3364,PASSENGER VEHICLE,BICYCLE,,,
07/26/2013,12:00,MANHATTAN,10012,40.7241363,-73.9926041,"(40.7241363, -73.9926041)",EAST HOUSTON STREET,BOWERY,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,7932,BICYCLE,PASSENGER VEHICLE,,,
07/27/2013,7:10,MANHATTAN,10022,40.7596199,-73.9619648,"(40.7596199, -73.9619648)",EAST 59 STREET,1 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,49464,VAN,BICYCLE,,,
07/27/2013,19:13,MANHATTAN,10009,40.7306541,-73.9830707,"(40.7306541, -73.9830707)",EAST 13 STREET,1 AVENUE,,1,0,0,0,1,0,0,0,Alcohol Involvement,Unspecified,,,,15601,PASSENGER VEHICLE,BICYCLE,,,
07/27/2013,18:49,MANHATTAN,10002,40.7199351,-73.9787516,"(40.7199351, -73.9787516)",COLUMBIA STREET,EAST HOUSTON STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,13241,SPORT UTILITY / STATION WAGON,BICYCLE,,,
07/27/2013,18:15,MANHATTAN,10033,40.8469111,-73.9382332,"(40.8469111, -73.9382332)",WEST 176 STREET,BROADWAY,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,69345,TAXI,BICYCLE,,,
07/28/2013,16:20,MANHATTAN,10019,40.7668758,-73.979076,"(40.7668758, -73.979076)",CENTRAL PARK SOUTH,7 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,42183,TAXI,BICYCLE,,,
07/28/2013,15:00,MANHATTAN,10013,40.7212518,-74.0014466,"(40.7212518, -74.0014466)",GRAND STREET,MERCER STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3388,SPORT UTILITY / STATION WAGON,BICYCLE,,,
07/28/2013,11:17,MANHATTAN,10019,40.7680332,-73.9958483,"(40.7680332, -73.9958483)",WEST 52 STREET,WEST SIDE HIGHWAY,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,42201,PASSENGER VEHICLE,BICYCLE,,,
07/29/2013,9:00,MANHATTAN,10019,40.7629663,-73.9739693,"(40.7629663, -73.9739693)",EAST 57 STREET,5 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Passenger Distraction,,,,42196,TAXI,BICYCLE,,,
07/29/2013,8:22,MANHATTAN,10003,40.7278664,-73.9931449,"(40.7278664, -73.9931449)",EAST 4 STREET,LAFAYETTE STREET,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,15615,SMALL COM VEH(4 TIRES),BICYCLE,,,
07/29/2013,8:05,MANHATTAN,10017,40.7545696,-73.971677,"(40.7545696, -73.971677)",EAST 48 STREET,3 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,35640,BUS,BICYCLE,,,
07/29/2013,18:44,MANHATTAN,10025,40.7979178,-73.9638463,"(40.7979178, -73.9638463)",WEST 104 STREET,COLUMBUS AVENUE,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,58872,TAXI,BICYCLE,,,
07/29/2013,18:00,MANHATTAN,10016,40.7494844,-73.9753821,"(40.7494844, -73.9753821)",EAST 40 STREET,3 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,35635,UNKNOWN,BICYCLE,,,
07/29/2013,17:00,MANHATTAN,10002,40.7144059,-73.9902208,"(40.7144059, -73.9902208)",CANAL STREET,ESSEX STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,13245,PASSENGER VEHICLE,BICYCLE,,,
07/30/2013,9:35,MANHATTAN,10030,40.8146335,-73.9441916,"(40.8146335, -73.9441916)",7 AVENUE,WEST 134 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,67453,OTHER,BICYCLE,,,
07/30/2013,6:50,MANHATTAN,10003,40.7298617,-73.9914344,"(40.7298617, -73.9914344)",LAFAYETTE STREET,ASTOR PLACE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,15620,PASSENGER VEHICLE,BICYCLE,,,
07/30/2013,19:39,MANHATTAN,10039,40.8223104,-73.9385848,"(40.8223104, -73.9385848)",WEST 146 STREET,7 AVENUE,,1,0,0,0,1,0,0,0,Outside Car Distraction,Outside Car Distraction,,,,67471,UNKNOWN,BICYCLE,,,
07/30/2013,18:20,MANHATTAN,10031,40.822689,-73.9494635,"(40.822689, -73.9494635)",WEST 141 STREET,AMSTERDAM AVENUE,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,65829,SPORT UTILITY / STATION WAGON,BICYCLE,,,
07/30/2013,13:40,MANHATTAN,10016,40.7470784,-73.9813415,"(40.7470784, -73.9813415)",PARK AVENUE,EAST 34 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,29820,LIVERY VEHICLE,BICYCLE,,,
07/31/2013,9:45,MANHATTAN,10016,40.7439442,-73.9836267,"(40.7439442, -73.9836267)",EAST 29 STREET,PARK AVENUE SOUTH,,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,Unspecified,,,29827,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,BICYCLE,,
07/31/2013,9:30,MANHATTAN,10011,40.740443,-73.9945943,"(40.740443, -73.9945943)",AVENUE OF THE AMERICAS,WEST 19 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,24492,TAXI,BICYCLE,,,
07/31/2013,1:00,MANHATTAN,10025,40.8068207,-73.9610528,"(40.8068207, -73.9610528)",AMSTERDAM AVENUE,WEST 116 STREET,,1,0,0,0,1,0,0,0,Outside Car Distraction,Unspecified,,,,63091,PASSENGER VEHICLE,BICYCLE,,,
07/31/2013,18:20,MANHATTAN,10024,40.7876559,-73.9770617,"(40.7876559, -73.9770617)",WEST 85 STREET,BROADWAY,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,54289,BICYCLE,PASSENGER VEHICLE,,,
07/31/2013,14:50,MANHATTAN,10002,40.7181445,-73.9938277,"(40.7181445, -73.9938277)",CHRYSTIE STREET,GRAND STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,7973,VAN,BICYCLE,,,
07/31/2013,14:45,MANHATTAN,10013,40.7155838,-74.0030301,"(40.7155838, -74.0030301)",WORTH STREET,LAFAYETTE STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,7972,SPORT UTILITY / STATION WAGON,BICYCLE,,,
07/31/2013,12:17,MANHATTAN,10017,40.7560314,-73.9790253,"(40.7560314, -73.9790253)",5 AVENUE,EAST 46 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,42228,AMBULANCE,BICYCLE,,,
07/31/2013,11:30,MANHATTAN,10018,40.7553738,-73.9874463,"(40.7553738, -73.9874463)",WEST 41 STREET,7 AVENUE,,1,0,0,0,1,0,0,0,Outside Car Distraction,Unspecified,,,,29824,TAXI,BICYCLE,,,
07/31/2013,11:30,MANHATTAN,10016,40.7427065,-73.9845256,"(40.7427065, -73.9845256)",PARK AVENUE SOUTH,EAST 27 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,24482,TAXI,BICYCLE,,,
07/31/2013,0:50,MANHATTAN,10003,40.7278664,-73.9931449,"(40.7278664, -73.9931449)",LAFAYETTE STREET,EAST 4 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,15628,PASSENGER VEHICLE,BICYCLE,,,
08/01/2013,3:57,MANHATTAN,10032,40.8334884,-73.9415775,"(40.8334884, -73.9415775)",AMSTERDAM AVENUE,WEST 158 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,69353,TAXI,BICYCLE,,,
08/01/2013,19:32,MANHATTAN,10037,40.8141049,-73.9408539,"(40.8141049, -73.9408539)",WEST 135 STREET,LENOX AVENUE,,1,0,0,0,1,0,0,0,Lost Consciousness,Unspecified,,,,67468,PASSENGER VEHICLE,BICYCLE,,,
08/01/2013,15:26,MANHATTAN,10026,40.8020241,-73.9496815,"(40.8020241, -73.9496815)",WEST 116 STREET,LENOX AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,64469,PASSENGER VEHICLE,BICYCLE,,,
08/01/2013,13:17,MANHATTAN,10003,40.7377967,-73.9901235,"(40.7377967, -73.9901235)",EAST 18 STREET,BROADWAY,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,24487,TAXI,BICYCLE,,,
08/01/2013,11:20,MANHATTAN,10010,40.7408734,-73.9879831,"(40.7408734, -73.9879831)",EAST 23 STREET,MADISON AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,24491,VAN,BICYCLE,,,
08/02/2013,7:45,MANHATTAN,10029,40.7849422,-73.9465889,"(40.7849422, -73.9465889)",2 AVENUE,EAST 97 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,56804,UNKNOWN,BICYCLE,,,
08/02/2013,21:59,MANHATTAN,10013,40.71728,-73.9954294,"(40.71728, -73.9954294)",BOWERY,HESTER STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Passenger Distraction,,,,7993,TAXI,BICYCLE,,,
08/02/2013,19:00,MANHATTAN,10002,40.720982,-73.9869514,"(40.720982, -73.9869514)",STANTON STREET,ESSEX STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,13253,TAXI,BICYCLE,,,
08/02/2013,18:30,MANHATTAN,10036,40.7616074,-73.9903149,"(40.7616074, -73.9903149)",WEST 47 STREET,9 AVENUE,,1,0,0,0,1,0,0,0,Illness,Unspecified,Unspecified,,,42252,TAXI,BICYCLE,PASSENGER VEHICLE,,
08/02/2013,13:54,MANHATTAN,10003,40.7311655,-73.9919214,"(40.7311655, -73.9919214)",BROADWAY,EAST 9 STREET,,1,0,0,0,1,0,0,0,Unspecified,,,,,15647,OTHER,BICYCLE,,,
08/02/2013,12:30,MANHATTAN,10023,40.7748523,-73.9806585,"(40.7748523, -73.9806585)",WEST 68 STREET,COLUMBUS AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,54368,PICK-UP TRUCK,BICYCLE,,,
08/02/2013,11:46,MANHATTAN,10037,40.8109414,-73.9431723,"(40.8109414, -73.9431723)",WEST 130 STREET,LENOX AVENUE,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,67467,PASSENGER VEHICLE,BICYCLE,,,
08/03/2013,1:23,MANHATTAN,10019,40.7677437,-73.9821119,"(40.7677437, -73.9821119)",8 AVENUE,COLUMBUS CIRCLE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,42254,TAXI,BICYCLE,,,
08/03/2013,19:00,MANHATTAN,10128,40.7804368,-73.949882,"(40.7804368, -73.949882)",EAST 90 STREET,2 AVENUE,,1,0,0,0,1,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,49551,SPORT UTILITY / STATION WAGON,BICYCLE,,,
08/03/2013,18:30,MANHATTAN,10026,40.8032165,-73.9525305,"(40.8032165, -73.9525305)",WEST 116 STREET,7 AVENUE,,1,0,0,0,1,0,0,0,Fatigued/Drowsy,Failure to Yield Right-of-Way,,,,64472,TAXI,BICYCLE,,,
06/29/2013,18:30,MANHATTAN,10014,40.7353048,-74.0049326,"(40.7353048, -74.0049326)",BLEECKER STREET,PERRY STREET,,1,0,0,0,1,0,0,0,Lost Consciousness,Unspecified,,,,11064,PASSENGER VEHICLE,BICYCLE,,,
06/29/2013,13:30,MANHATTAN,10040,40.8567148,-73.9326318,"(40.8567148, -73.9326318)",BROADWAY,FAIRVIEW AVENUE,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,71530,BUS,BICYCLE,,,
06/29/2013,11:10,MANHATTAN,10016,40.7427065,-73.9845256,"(40.7427065, -73.9845256)",PARK AVENUE SOUTH,EAST 27 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,24263,TAXI,BICYCLE,,,
07/01/2013,7:30,MANHATTAN,10037,40.8122008,-73.9422501,"(40.8122008, -73.9422501)",WEST 132 STREET,LENOX AVENUE,,1,0,0,0,1,0,0,0,Other Vehicular,Unspecified,,,,67373,UNKNOWN,BICYCLE,,,
08/04/2013,2:40,MANHATTAN,10002,40.7177239,-73.9857652,"(40.7177239, -73.9857652)",DELANCEY STREET,CLINTON STREET,,1,0,0,0,1,0,0,0,Physical Disability,Unspecified,,,,13261,PASSENGER VEHICLE,BICYCLE,,,
08/04/2013,13:00,MANHATTAN,10036,40.7608228,-73.9983142,"(40.7608228, -73.9983142)",11 AVENUE,WEST 42 STREET,,1,0,0,0,1,0,0,0,Prescription Medication,Unspecified,,,,19780,PASSENGER VEHICLE,BICYCLE,,,
08/05/2013,5:46,MANHATTAN,10031,40.8265303,-73.9466603,"(40.8265303, -73.9466603)",WEST 147 STREET,AMSTERDAM AVENUE,,1,0,0,0,1,0,0,0,Physical Disability,Passenger Distraction,,,,65846,PASSENGER VEHICLE,BICYCLE,,,
08/05/2013,1:35,MANHATTAN,10017,40.7500991,-73.9749344,"(40.7500991, -73.9749344)",EAST 41 STREET,3 AVENUE,,1,0,0,0,1,0,0,0,Alcohol Involvement,Unspecified,,,,35700,PASSENGER VEHICLE,BICYCLE,,,
08/06/2013,19:40,MANHATTAN,10002,40.7229337,-73.9886394,"(40.7229337, -73.9886394)",EAST HOUSTON STREET,ALLEN STREET,,1,0,0,0,1,0,0,0,Physical Disability,Unspecified,,,,13267,TAXI,BICYCLE,,,
08/06/2013,16:30,MANHATTAN,10029,40.7931872,-73.9405619,"(40.7931872, -73.9405619)",2 AVENUE,EAST 110 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Other Vehicular,,,,56814,PASSENGER VEHICLE,BICYCLE,,,
08/06/2013,14:20,MANHATTAN,10022,40.7609373,-73.9712411,"(40.7609373, -73.9712411)",EAST 56 STREET,PARK AVENUE,,1,0,0,0,1,0,0,0,Oversized Vehicle,Fatigued/Drowsy,,,,42286,PICK-UP TRUCK,BICYCLE,,,
08/07/2013,9:45,MANHATTAN,10027,40.8089731,-73.9483252,"(40.8089731, -73.9483252)",WEST 125 STREET,7 AVENUE,,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,,,,64481,VAN,BICYCLE,,,
08/07/2013,9:00,MANHATTAN,10001,40.7484685,-73.9924606,"(40.7484685, -73.9924606)",WEST 30 STREET,7 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,29904,PASSENGER VEHICLE,BICYCLE,,,
08/07/2013,6:15,MANHATTAN,10001,40.7504525,-73.9872921,"(40.7504525, -73.9872921)",6 AVENUE,WEST 35 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,29902,PASSENGER VEHICLE,BICYCLE,,,
08/07/2013,22:19,MANHATTAN,10001,40.7502939,-73.9948425,"(40.7502939, -73.9948425)",WEST 31 STREET,8 AVENUE,,1,0,0,0,1,0,0,0,Lost Consciousness,Passenger Distraction,,,,29954,TAXI,BICYCLE,,,
08/07/2013,21:10,MANHATTAN,10026,40.8057259,-73.9544143,"(40.8057259, -73.9544143)",8 AVENUE,WEST 118 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,64482,SPORT UTILITY / STATION WAGON,BICYCLE,,,
08/07/2013,19:05,MANHATTAN,10018,40.7546882,-73.9953547,"(40.7546882, -73.9953547)",WEST 36 STREET,9 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,29955,PASSENGER VEHICLE,BICYCLE,,,
08/07/2013,15:05,MANHATTAN,10029,40.7839338,-73.9442245,"(40.7839338, -73.9442245)",EAST 97 STREET,1 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,56819,PASSENGER VEHICLE,BICYCLE,,,
08/08/2013,19:55,MANHATTAN,10018,40.7589782,-73.9939358,"(40.7589782, -73.9939358)",WEST 42 STREET,DYER AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,19810,UNKNOWN,BICYCLE,,,
08/08/2013,18:58,MANHATTAN,10007,40.7171751,-74.0128675,"(40.7171751, -74.0128675)",WEST STREET,CHAMBERS STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3493,SPORT UTILITY / STATION WAGON,BICYCLE,,,
08/08/2013,17:55,MANHATTAN,10002,40.720982,-73.9869514,"(40.720982, -73.9869514)",ESSEX STREET,STANTON STREET,,1,0,0,0,1,0,0,0,Passenger Distraction,Failure to Yield Right-of-Way,,,,13274,TAXI,BICYCLE,,,
08/08/2013,15:30,MANHATTAN,10035,40.8064149,-73.9422623,"(40.8064149, -73.9422623)",EAST 125 STREET,5 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,61276,OTHER,BICYCLE,,,
08/08/2013,11:30,MANHATTAN,10022,40.7590602,-73.9726136,"(40.7590602, -73.9726136)",EAST 53 STREET,PARK AVENUE,,1,0,0,0,1,0,0,0,Illness,Unspecified,,,,42310,PASSENGER VEHICLE,BICYCLE,,,
08/09/2013,23:15,MANHATTAN,10013,40.7180184,-73.9999567,"(40.7180184, -73.9999567)",CANAL STREET,CENTRE STREET,,1,0,0,0,1,0,0,0,Turning Improperly,Driver Inattention/Distraction,,,,8055,BICYCLE,TAXI,,,
08/09/2013,14:01,MANHATTAN,10009,40.7252872,-73.9779779,"(40.7252872, -73.9779779)",AVENUE C,EAST 9 STREET,,1,0,0,0,1,0,0,0,Lost Consciousness,Unspecified,,,,15690,PASSENGER VEHICLE,BICYCLE,,,
08/09/2013,11:20,MANHATTAN,10011,40.7373607,-73.996839,"(40.7373607, -73.996839)",WEST 14 STREET,6 AVENUE,,1,0,0,0,1,0,0,0,Illness,Unspecified,,,,24555,UNKNOWN,BICYCLE,,,
08/10/2013,6:30,MANHATTAN,10004,40.7015053,-74.0125507,"(40.7015053, -74.0125507)",SOUTH STREET,WHITEHALL STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3506,VAN,BICYCLE,,,
08/10/2013,19:00,MANHATTAN,10013,40.7199041,-74.002601,"(40.7199041, -74.002601)",CANAL STREET,MERCER STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3516,PASSENGER VEHICLE,BICYCLE,,,
08/10/2013,16:40,MANHATTAN,10013,40.7223853,-74.0037664,"(40.7223853, -74.0037664)",GRAND STREET,WEST BROADWAY,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3515,TAXI,BICYCLE,,,
08/10/2013,14:00,MANHATTAN,10029,40.7954625,-73.9460279,"(40.7954625, -73.9460279)",PARK AVENUE,EAST 110 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,56837,PASSENGER VEHICLE,BICYCLE,,,
08/11/2013,15:50,MANHATTAN,10009,40.7232788,-73.9825242,"(40.7232788, -73.9825242)",EAST 4 STREET,AVENUE B,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,15680,UNKNOWN,BICYCLE,,,
08/11/2013,11:40,MANHATTAN,10002,40.7207095,-73.9813092,"(40.7207095, -73.9813092)",PITT STREET,EAST HOUSTON STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,13280,UNKNOWN,BICYCLE,PASSENGER VEHICLE,,
08/12/2013,9:55,MANHATTAN,10011,40.744099,-73.9956441,"(40.744099, -73.9956441)",WEST 23 STREET,7 AVENUE,,1,0,0,0,1,0,0,0,,,,,,19826,TAXI,BICYCLE,,,
08/12/2013,14:50,MANHATTAN,10036,40.7567703,-73.9827104,"(40.7567703, -73.9827104)",WEST 45 STREET,6 AVENUE,,1,0,0,0,1,0,0,0,Driver Inexperience,Unspecified,,,,42355,TAXI,BICYCLE,,,
08/13/2013,9:45,MANHATTAN,10010,40.7395116,-73.9847429,"(40.7395116, -73.9847429)",EAST 23 STREET,LEXINGTON AVENUE,,1,0,0,0,1,0,0,0,Pavement Slippery,Unspecified,,,,24571,TAXI,BICYCLE,,,
08/13/2013,8:09,MANHATTAN,10035,40.8011399,-73.937687,"(40.8011399, -73.937687)",EAST 121 STREET,3 AVENUE,,1,0,0,0,1,0,0,0,Alcohol Involvement,Unspecified,,,,61290,SPORT UTILITY / STATION WAGON,BICYCLE,,,
08/13/2013,23:13,MANHATTAN,10012,40.7209387,-73.993795,"(40.7209387, -73.993795)",BOWERY,SPRING STREET,,1,0,0,0,1,0,0,0,Driver Inexperience,Unspecified,,,,8083,TAXI,BICYCLE,,,
08/14/2013,22:25,MANHATTAN,10002,40.7123092,-73.9943621,"(40.7123092, -73.9943621)",MARKET STREET,MADISON STREET,,2,0,0,0,1,0,1,0,Physical Disability,Unspecified,Unspecified,,,8102,MOTORCYCLE,BICYCLE,PASSENGER VEHICLE,,
08/14/2013,20:20,MANHATTAN,10038,40.7082277,-74.0065321,"(40.7082277, -74.0065321)",GOLD STREET,JOHN STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3553,TAXI,BICYCLE,,,
08/14/2013,20:08,MANHATTAN,10018,40.7589782,-73.9939358,"(40.7589782, -73.9939358)",WEST 42 STREET,DYER AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,19862,SPORT UTILITY / STATION WAGON,BICYCLE,,,
08/14/2013,17:44,MANHATTAN,10039,40.8229332,-73.938129,"(40.8229332, -73.938129)",WEST 147 STREET,7 AVENUE,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,67504,MOTORCYCLE,BICYCLE,,,
08/14/2013,14:30,MANHATTAN,10019,40.7622904,-73.9861058,"(40.7622904, -73.9861058)",8 AVENUE,WEST 50 STREET,,1,0,0,0,1,0,0,0,Lost Consciousness,Unspecified,,,,42381,TAXI,BICYCLE,,,
08/15/2013,20:50,MANHATTAN,10030,40.8165011,-73.9465455,"(40.8165011, -73.9465455)",WEST 135 STREET,8 AVENUE,,1,0,0,0,1,0,0,0,Other Vehicular,Passenger Distraction,,,,67507,PASSENGER VEHICLE,BICYCLE,,,
08/15/2013,20:30,MANHATTAN,10028,40.7759287,-73.9471233,"(40.7759287, -73.9471233)",YORK AVENUE,EAST 86 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,49681,SPORT UTILITY / STATION WAGON,BICYCLE,,,
08/15/2013,18:46,MANHATTAN,10003,40.7360047,-73.9936167,"(40.7360047, -73.9936167)",EAST 14 STREET,5 AVENUE,,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,,,,24592,VAN,BICYCLE,,,
08/15/2013,16:15,MANHATTAN,10023,40.7724202,-73.9787241,"(40.7724202, -73.9787241)",CENTRAL PARK WEST,WEST 66 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,54346,PASSENGER VEHICLE,BICYCLE,,,
08/16/2013,1:38,MANHATTAN,10016,40.7477508,-73.9808504,"(40.7477508, -73.9808504)",EAST 35 STREET,PARK AVENUE,,1,0,0,0,1,0,0,0,Brakes Defective,Unspecified,,,,35805,PASSENGER VEHICLE,BICYCLE,,,
08/16/2013,18:00,MANHATTAN,10016,40.7398618,-73.9777349,"(40.7398618, -73.9777349)",MT CARMEL PLACE,EAST 27 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,24604,SPORT UTILITY / STATION WAGON,BICYCLE,,,
